Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4150","IOMTU133_4123",,"VFG001263","Pseudomonas aeruginosa PAO1","flhA","Flagellar biosynthesis protein FlhA",,"Motility",,,,100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4553","IOMTU133_4519",,"VFG001239","Pseudomonas aeruginosa PAO1","flgF","Flagellar basal-body rod protein FlgF",,"Adherence;Motility",,,,100,100,100,"1e-138"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.163","IOMTU133_0155",,"VFG002073","Pseudomonas aeruginosa PAO1","impF","T6SS lysozyme-like component TssE",,"Secretion system;Type VI secretion system",,,,100,100,98,"4e-89"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2756","IOMTU133_2742",,"VFG051484","Pseudomonas aeruginosa PAO1",,"Rhs-family protein",,"Effector delivery system",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2985","IOMTU133_2968",,"Q9RLI8","Pseudomonas aeruginosa","czcA","Cobalt/zinc/cadmium efflux RND transporter, transmembrane protein CzcA",,"2.A.6.1.13",,,,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4641","IOMTU133_4606",,"P20581","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","pqsE","PqsE, quinolone signal response protein","bis(4-nitrophenyl) hydrogen phosphate","Drug target",,,,100,100,100,"1e-179"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3919","IOMTU133_3895",,"VFG041023","Pseudomonas aeruginosa PAO1","impI","T6SS forkhead associated domain protein ImpI/VasC",,"Effector delivery system",,,,100,100,97,"1e-225"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1658","IOMTU133_1647",,"VFG000127","Pseudomonas aeruginosa PAO1",,"Poly (beta-D-mannuronate) C5 epimerase AlgG (EC 5.1.3.-)",,"Antiphagocytosis;Serum resistance",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4359","IOMTU133_4325",,"Q9I487","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"4-hydroxyproline ABC transporter, permease protein 2","the atp-binding cassette (abc) superfamily.","3.A.1.3.21",,,,100,100,99,"1e-115"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1279","IOMTU133_1265",,"Q9HXB2","Pseudomonas aeruginosa","fecA","Iron(III) dicitrate transport protein FecA @ Iron siderophore receptor protein",,"1.B.14.1.12",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4127","IOMTU133_4100",,"K6BIH6","Pseudomonas viridiflava UASWS0038","ccmB","ABC transporter involved in cytochrome c biogenesis, CcmB subunit","the atp-binding cassette (abc) superfamily.","3.A.1.107.4",,,,100,100,90,"1e-108"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.908","IOMTU133_0895",,"VFG044098","Pseudomonas aeruginosa PAO1","ftpB","Hypothetical protein FtpB in pyochelin gene cluster @ Hypothetical protein FtpB in siderophore gene cluster",,"Nutritional/Metabolic factor",,,,100,100,96,"5e-46"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4523","IOMTU133_4488",,"VFG001255","Pseudomonas aeruginosa PAO1","fliJ","Flagellar protein FliJ",,"Adherence;Motility",,,,100,100,100,"6e-79"
"K-mer Search","Antibiotic Resistance","PATRIC","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.238","IOMTU133_0232",,,,,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system",,"efflux pump conferring antibiotic resistance","triclosan","triclosan","17720796",,,,
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1949","IOMTU133_1936",,"P05695","Pseudomonas aeruginosa strain ATCC 15692","oprP","Phosphate/pyrophosphate-specific outer membrane porin OprP/OprO",,"1.B.5.1.1",,,,100,100,99,"1e-262"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1294","IOMTU133_1280",,"G3XD29","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","nhaP","Na+/H+ antiporter, NhaP family","the monovalent cation:proton antiporter-1 (cpa1) family.","2.A.36.6.8",,,,100,100,99,"1e-237"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5922","IOMTU133_5883",,"VFG001220","Pseudomonas aeruginosa PAO1","pilO","Type IV pilus biogenesis protein PilO",,"Adherence",,,,100,100,100,"1e-111"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5452","IOMTU133_5403",,"Q9HVI9","Pseudomonas aeruginosa","mexD","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.15",,,"10984043",100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1520","IOMTU133_1507",,,,,"Multidrug efflux system, membrane fusion component => MexJ of MexJK-OprM/OpmH system",,"efflux pump conferring antibiotic resistance","tetracyclines,macrolides,triclosan","erythromycin;tetracycline;triclosan","12193619",,,,
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1729","IOMTU133_1717",,"VFG000153","Pseudomonas aeruginosa PAO1","rhlL","N-butanoyl-L-homoserine lactone synthase @ N-acyl-L-homoserine lactone synthase, LuxI family (EC 2.3.1.184)",,"Biofilm",,,,100,100,99,"1e-113"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.172","IOMTU133_0164",,"VFG041011","Pseudomonas aeruginosa PAO1","vgrG","VgrG protein",,"Effector delivery system",,,,100,100,99,"0.0"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3859","IOMTU133_3836",,"116049673","Pseudomonas aeruginosa UCBPP-PA14",,"Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",,,,,"11867744",97,99,100,"1e-131"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1306","IOMTU133_1293",,"15599071","Pseudomonas aeruginosa PAO1",,"Nitrate/nitrite transporter NarK/U",,,,,"14641575",100,100,99,"1e-282"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1306","IOMTU133_1293",,"Q9HXD4","Pseudomonas aeruginosa strain ATCC 15692",,"Nitrate/nitrite transporter NarK/U",,"2.A.1.8.17",,,,100,100,99,"1e-282"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2976","IOMTU133_2959",,"Q9I0V5","Pseudomonas aeruginosa",,"Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"2.A.6.2.39",,,,100,100,99,"1e-239"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.109","IOMTU133_0102",,"Q6UP69","Q6UP69","merT","Mercuric transport protein, MerT",,"1.A.72.3.1",,,"15186344",100,100,100,"3e-62"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.916","IOMTU133_0903",,"VFG015509","Pseudomonas aeruginosa PAO1","phzC","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)",,,,,,100,100,100,"1e-238"
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1519","IOMTU133_1506",,"NP_252368.1","Pseudomonas aeruginosa PAO1",,"Transcriptional regulator, AcrR family",,"efflux pump conferring antibiotic resistance;gene modulating antibiotic efflux",,,,100,100,99,"1e-116"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4913","IOMTU133_4871",,"Q9I5F3","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"FMN-dependent NADH-azoreductase (EC 1.7.1.6)","2-(4-DIMETHYLAMINOPHENYL)DIAZENYLBENZOIC ACID","Drug target",,,,100,100,99,"1e-115"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1341","IOMTU133_1328",,"VFG042140","Pseudomonas aeruginosa PAO1","sycE","hypothetical protein",,"Effector delivery system",,,,100,100,99,"2e-62"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.694","IOMTU133_0677",,"Q59646","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","norC","Nitric-oxide reductase subunit C (EC 1.7.99.7)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.10.3",,,"10984043;7711073",100,100,99,"1e-82"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5407","IOMTU133_5358",,"Q60148","Pseudomonas aeruginosa.","pilE","Type IV pilus biogenesis protein PilE",,"3.A.15.2.1",,,,100,100,99,"3e-75"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2979","IOMTU133_2962",,"Q9I0V8","Pseudomonas aeruginosa",,"Outer membrane factor (OMF) lipoprotein associated wth MdtABC efflux system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.39",,,"10984043",100,100,99,"1e-284"
"BLAT","Antibiotic Resistance","NDARO","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4982","IOMTU133_4939",,"WP_003112709.1","Pseudomonas",,"Chloramphenicol O-acetyltransferase (EC 2.3.1.28) => CatB family","MULTISPECIES: type B-4 chloramphenicol O-acetyltransferase CatB7",,,,,100,100,98,"1e-126"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4654","IOMTU133_4616",,"VFG015165","Pseudomonas aeruginosa UCBPP-PA14","exoU","hypothetical protein",,"Effector delivery system",,,,100,100,100,"0.0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3922","IOMTU133_3898",,"VFG041020","Pseudomonas aeruginosa PAO1","cplB","T6SS AAA+ chaperone ClpV (TssH)",,"Effector delivery system",,,,99,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5888","IOMTU133_5849",,"VFG000142","Pseudomonas aeruginosa PAO1",,"Lipopolysaccharide core heptosyltransferase I",,"Adherence;Endotoxin",,,,100,100,100,"1e-212"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4933","IOMTU133_4890",,"VFG014950","Pseudomonas aeruginosa PAO1","htrA","HtrA protease/chaperone protein",,,,,,100,100,99,"1e-268"
"BLASTP","Human Homolog","Human","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4007","IOMTU133_3983",,"NP_004159.2","Homo sapiens","sdhA","Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)",,"",,,"",78,89,55,"0"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2032","IOMTU133_2022",,"2685",,,"Two-component system response regulator protein","Pseudomonas aeruginosa CpxR","antibiotic efflux","macrolide; fluoroquinolone; monobactam; aminoglycoside; carbapenem; cephalosporin; cephamycin; penam; tetracycline; peptide; aminocoumarin; diaminopyrimidine; sulfonamide; phenicol; penem","neomycin;erythromycin;amikacin;ciprofloxacin;kanamycin A;tetracycline;tobramycin;ceftazidime;ceftriaxone;meropenem;novobiocin;azithromycin;trimethoprim;sulfamethoxazole;chloramphenicol;aztreonam;colistin A;colistin B;ampicillin;panipenem;trimethoprim-sulfamethoxazole;gentamicin",,100,100,100,"9.84426e-161"
"BLAT","Metal Resistance","BacMet","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.109","IOMTU133_0102",,"BAC0692","Pseudomonas stutzeri","merT","Mercuric transport protein, MerT",,,,,,100,100,100,"3e-62"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4551","IOMTU133_4517",,"VFG001241","Pseudomonas aeruginosa PAO1","flgH","Flagellar L-ring protein FlgH",,"Adherence;Motility",,,,100,100,100,"1e-131"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3088","IOMTU133_3069",,"VFG016058","Pseudomonas aeruginosa PAO1",,"Pyoverdine chromophore precursor synthetase PvdL @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"Nutritional/Metabolic factor",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4458","IOMTU133_4423",,"Q9I4H4","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"probable glucosyl transferase","the glycan glucosyl transferase (opgh) family.","4.D.3.1.11",,,,100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4527","IOMTU133_4492",,"VFG001251","Pseudomonas aeruginosa PAO1","fliF","Flagellar M-ring protein FliF",,"Motility",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4046","IOMTU133_4021",,"Q9I3G8","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","ccoI","Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4)","the p-type atpase (p-atpase) superfamily.","3.A.3.27.5",,,,100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4557","IOMTU133_4523",,"VFG014148","Pseudomonas aeruginosa PAO1","flgB","Flagellar basal-body rod protein FlgB",,"Motility",,,,100,100,99,"6e-70"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5254","IOMTU133_5215",,"W0WMS8","Pseudomonas aeruginosa MH38","dppC","Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)",,"3.A.1.5.39",,,,100,100,100,"1e-170"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5867","IOMTU133_5828",,"2655",,"emrE","small multidrug resistance family (SMR) protein","Pseudomonas aeruginosa emrE","antibiotic efflux","aminoglycoside","gentamicin C;gentamicin",,100,100,100,"7.40307e-72"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3660","IOMTU133_3634",,"VFG015509","Pseudomonas aeruginosa PAO1","phzC","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)",,"Nutritional/Metabolic factor",,,,100,100,99,"1e-237"
"BLASTP","Human Homolog","Human","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1568","IOMTU133_1555",,"NP_000662.3","Homo sapiens",,"S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)",,"",,,"",98,99,64,"0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3860","IOMTU133_3837",,"VFG000217","Pseudomonas aeruginosa PAO1","yscI","Type III secretion cytoplasmic protein (YscI)",,"Effector delivery system",,,,100,100,98,"2e-55"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3858","IOMTU133_3835",,"VFG000219","Pseudomonas aeruginosa PAO1","yscK","Type III secretion cytoplasmic protein (YscK)",,"Effector delivery system",,,,80,81,98,"2e-95"
"BLASTP","Human Homolog","Human","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1562","IOMTU133_1549",,"XP_005256578.1","Homo sapiens",,"Enolase (EC 4.2.1.11)",,"",,,"",95,98,54,"0"
"BLAT","Drug Target","TTD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4638","IOMTU133_4603",,"T65978",,"mvfR","Multiple virulence factor regulator MvfR/PqsR",,,,,,100,100,100,"1e-189"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4933","IOMTU133_4890",,"VFG014950","Pseudomonas aeruginosa PAO1","htrA","HtrA protease/chaperone protein",,"Biofilm",,,,100,100,99,"1e-268"
"BLAT","Antibiotic Resistance","NDARO","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4495","IOMTU133_4459",,"WP_003082280.1","Pseudomonas","fosA","Fosfomycin resistance protein FosA","MULTISPECIES: FosA family fosfomycin resistance glutathione transferase",,,,,100,100,99,"1e-75"
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.238","IOMTU133_0232",,"NP_248848.1","Pseudomonas aeruginosa PAO1",,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"0.0"
"BLAT","Metal Resistance","BacMet","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1521","IOMTU133_1508",,"BAC0242","Pseudomonas aeruginosa strain ATCC 15692",,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexK of MexJK-OprM/OpmH system",,,,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5264","IOMTU133_5224",,"O68590","Pseudomonas aeruginosa",,"Ferrichrome-iron receptor",,"1.B.14.1.31",,,,100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5407","IOMTU133_5358",,"VFG001212","Pseudomonas aeruginosa PAO1","pilE","Type IV pilus biogenesis protein PilE",,"Adherence",,,,100,100,99,"3e-75"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2224","IOMTU133_2221",,"P28793","Pseudomonas fragi",,"Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)","'3,6,9,12,15-PENTAOXATRICOSAN-1-OL'","Drug target",,,,100,100,86,"0.0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3888","IOMTU133_3864",,"VFG000190","Pseudomonas aeruginosa PAO1","yscP","Type III secretion protein (YscP)",,"Effector delivery system",,,,36,99,99,"2e-70"
"BLAT","Antibiotic Resistance","NDARO","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1033","IOMTU133_1023",,"WP_009313329.1","Pseudomonas","ampC","Class C beta-lactamase (EC 3.5.2.6) => PDC family","MULTISPECIES: class C beta-lactamase PDC-12",,,,,100,100,100,"1e-233"
"BLAT","Drug Target","TTD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3280","IOMTU133_3259",,"T42882",,"pslG","Pellicle/biofilm biosynthesis protein PslG, CAZy glycosyltransferase family 39",,,,,,100,100,100,"1e-265"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5120","IOMTU133_5082",,"Q9HW27","Pseudomonas aeruginosa",,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexW of MexVW-OprM system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.33",,,"10984043",100,100,99,"0.0"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3773","IOMTU133_3747",,"3806",,,"Two-component transcriptional response regulator ParR","ParR","antibiotic efflux;reduced permeability to antibiotic","macrolide; fluoroquinolone; monobactam; aminoglycoside; carbapenem; cephalosporin; cephamycin; penam; tetracycline; phenicol; penem; disinfecting agents and antiseptics","erythromycin;amikacin;gentamicin C;ciprofloxacin;acriflavine;tetracycline;tobramycin;meropenem;imipenem;chloramphenicol;norfloxacin;ofloxacin;gentamicin",,100,100,99,"1.39543e-171"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.920","IOMTU133_0907",,"15599404","Pseudomonas aeruginosa","phzM","Phenazine-specific methyltransferase PhzM",,,,,"15213173",100,100,100,"1e-190"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3602","IOMTU133_3577",,"VFG050295","Pseudomonas aeruginosa PAO1",,"Fap unknown function protein",,"Adherence",,,,100,100,96,"5e-82"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.904","IOMTU133_0891",,"VFG001268","Pseudomonas aeruginosa PAO1",,"Pyochelin biosynthetic protein PchG, oxidoreductase (NAD-binding) @ Thiazolinyl imide reductase in siderophore biosynthesis gene cluster",,"Iron uptake;Siderophore",,,,100,100,99,"1e-198"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.860","IOMTU133_0848",,"P0A7S3","Escherichia coli (strain K12)",,"SSU ribosomal protein S12p (S23e)","Framycetin;Amikacin;Tigecycline;Tobramycin;Gentamicin;Spectinomycin;Netilmicin;Neomycin;Streptomycin;Kanamycin;Ribostamycin;GENTAMICIN C1A;Arbekacin","Drug target",,,,99,100,88,"2e-59"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.575","IOMTU133_0559",,"116054141","Pseudomonas aeruginosa UCBPP-PA14","pilI","type IV pili signal transduction protein PilI",,,,,"14641575",100,100,100,"1e-101"
