Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"287.18703","Pseudomonas aeruginosa PA_64",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA_64","O4",,,"MLST.paeruginosa.3083",,,,,,,,,,,,,,,,"Good","2022-01-11T00:00:00Z","34827324",,"PRJNA670459","SAMN16505634","GCA_021441585.1",,"JADDMB000000000",,"WGS","Illumina NextSeq","22x","SPAdes v. 3.14",,,61,6487740,66.27661,6,411114,59,5,,6108,94.39,91.8,1.34,99.16,,"wound",,"2017",2017,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human","Male","12","Wound infection","Human",,,"host_disease_outcome:recovery","collected_by:Sidra Irum",,"2022-02-02T20:39:21.760Z","2022-02-02T20:39:21.760Z"
"287.18704","Pseudomonas aeruginosa PA_65",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA_65","O10",,,"MLST.paeruginosa.3494",,,,,,,,,,,,,,,,"Good","2022-01-11T00:00:00Z","34827324",,"PRJNA670459","SAMN16505635","GCA_021441605.1",,"JADDMA000000000",,"WGS","Illumina NextSeq","22x","SPAdes v. 3.14",,,58,6508755,66.28131,7,349824,59,3,,6142,94.39,91.86,1.11,98.92,,"wound",,"2017",2017,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human","Male","17","Wound infection","Human",,,"host_disease_outcome:recovery","collected_by:Sidra Irum",,"2022-02-02T20:39:47.341Z","2022-02-02T20:39:47.341Z"
"287.19147","Pseudomonas aeruginosa PA_9",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA_9","O6",,,"MLST.paeruginosa.3656",,,,,,,,,,,,,,,,"Good","2022-01-31T00:00:00Z",,,"PRJNA670459","SAMN16505633","GCA_021730475.1",,"JADDMC000000000",,"WGS","Illumina NextSeq","22x","SPAdes v. 3.14",,,69,6493798,66.29521,8,316624,60,4,,6135,94.27,91.44,1.71,99.3,,"urine",,"2017",2017,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human","Female","27","UTI","Human",,,"host_disease_outcome:chronic and recurrent UTI","collected_by:Sidra Irum",,"2022-02-26T20:34:18.068Z","2022-02-26T20:34:18.068Z"
"287.28403","Pseudomonas aeruginosa PaLo375",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PaLo375",,,,"MLST.paeruginosa.111",,,,,,,,,,,,,,,,"Good","2023-01-14T00:00:00Z",,,"PRJNA731114","SAMN18631054","GCA_027855845.1",,"JAHEQZ000000000",,,"Illumina; Oxford Nanopore MinION","196x","Unicycler v. v.0.4.9",,,3,7534460,65.462395,1,7367998,66,12,,7382,100,99,3.6,99.4,,,,"1998",1998,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:Cell culture",,"2023-02-12T18:03:33.070Z","2023-02-12T18:03:33.070Z"
"287.34301","Pseudomonas aeruginosa PAZMYU",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PAZMYU",,,,"MLST.paeruginosa.664",,,,,,,,,,,,,,,,"Good","2024-02-11T00:00:00Z",,,"PRJNA1073497","SAMN39831476","GCA_036543645.1",,"JAZHPT000000000",,,"Illumina","100.0x","SPAdes v. 3.9",,,159,7013666,65.81393,11,185560,63,3,,6929,99.9,99,2.3,99.8,,"Urine sample of infected patient showing resistance to majority of antibiotics",,"2020-03-09",2020,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human",,,"Urinary tract infection","Human",,,,"collected_by:AEG laboratory, department of Microbiology, Quaid-i-azam University, Islamabad",,"2024-02-24T02:34:48.077Z","2024-02-24T02:34:48.077Z"
"287.35017","Pseudomonas aeruginosa US-PA6",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","US-PA6",,,,"MLST.paeruginosa.664",,,,,,,,,,,,,,,,"Good","2024-02-25T00:00:00Z",,,"PRJNA1077114","SAMN39959886","GCA_036866965.1",,"JBAJIV000000000",,,"Illumina","5.5x","SPAdes v. 3.0",,,155,7020895,65.80679,18,109645,63,1,,6935,99.9,98.7,2.7,99.7,,"blood",,"2022-02-25",2022,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human",,,"sepsis","Human",,,,"collected_by:Usman",,"2024-03-20T15:11:28.606Z","2024-03-20T15:11:28.606Z"
"287.35018","Pseudomonas aeruginosa US-PA8",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","US-PA8",,,,,,,,,,,,,,,,,,,,"Good","2024-02-25T00:00:00Z",,,"PRJNA1077114","SAMN39959888","GCA_036866995.1",,"JBAJIT000000000",,,"Illumina","5.5x","SPAdes v. 3.0",,,149,6837528,65.97232,19,122217,61,3,,6673,99.9,98.8,2.4,99.2,,"pus",,"2022-02-25",2022,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human",,,"abscess","Human",,,,"collected_by:Usman",,"2024-03-20T15:11:24.423Z","2024-03-20T15:11:24.423Z"
"287.35019","Pseudomonas aeruginosa US-PA5",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","US-PA5",,,,,,,,,,,,,,,,,,,,"Good","2024-02-25T00:00:00Z",,,"PRJNA1077114","SAMN39959885","GCA_036867075.1",,"JBAJIW000000000",,,"Illumina","5.5x","SPAdes v. 3.0",,,150,7010126,65.92754,20,122217,60,2,,6856,99.9,98.5,3,99.2,,"pus",,"2022-02-25",2022,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human",,,"abscess","Human",,,,"collected_by:Usman",,"2024-03-20T15:11:36.891Z","2024-03-20T15:11:36.891Z"
"287.35020","Pseudomonas aeruginosa US-PA4",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","US-PA4",,,,,,,,,,,,,,,,,,,,"Good","2024-02-25T00:00:00Z",,,"PRJNA1077114","SAMN39959884","GCA_036867475.1",,"JBAJIX000000000",,,"Illumina","5.5x","SPAdes v. 3.0",,,148,6790385,65.996216,16,130554,61,3,,6578,99.9,98.9,2.3,99.2,,"pus",,"2022-02-25",2022,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human",,,"abscess","Human",,,,"collected_by:Usman",,"2024-03-20T15:11:47.057Z","2024-03-20T15:11:47.057Z"
"287.35036","Pseudomonas aeruginosa US-PA7",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","US-PA7",,,,,,,,,,,,,,,,,,,,"Good","2024-02-25T00:00:00Z",,,"PRJNA1077114","SAMN39959887","GCA_036867235.1",,"JBAJIU000000000",,,"Illumina","5.5x","SPAdes v. 3.0",,,242,6940793,65.905594,20,106011,58,3,,6852,99.9,98.5,2.8,99.1,,"sputum",,"2022-02-25",2022,,"Pakistan",,,,"Asia","Pakistan",,"Homo sapiens","Human",,,,"Human",,,,,,"2024-03-20T15:12:45.508Z","2024-03-20T15:12:45.508Z"
"287.7665","Pseudomonas aeruginosa strain PA-81",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA-81",,,,"MLST.paeruginosa.357",,,,,,,,,,,,,,,,"Good","2018-12-10T00:00:00Z",,,"PRJNA489562","SAMN09982438","GCA_003866475.1",,"QXJN00000000","National University of Science and Technology","WGS","Illumina NextSeq","22x","SPAdes v. 3.11.0",,,87,6725297,66.007935,8,265381,59,2,,6505,94.03,91.2,1.89,98.83,,"tracheal secretions","isolated from cystic fibrosis patient with chronic colonization of airways","2017-04",2017,,"Pakistan",,,,"Asia","Pakistan",,"Human, Homo sapiens","Human",,,"chronic colonization of airways","Human",,,,"collected_by:Sidra Irum","We sequenced carbapenem resistant Pseudomonas aeruginosa strain isolated from cystic fibrosis patient with chronic colonization of airways. The draft genome comprises of 6,770,411bp with chromosomally encoded Carbapenemase blaNDM-1 and extended spectrum beta-lactamase blaPME-1.","2019-01-30T12:01:13.507Z","2019-01-30T12:01:13.507Z"
