Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"287.10278","Pseudomonas aeruginosa strain PA202",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA202",,,,"MLST.paeruginosa.316",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340388","GCA_009727285.1",,"WOAK00000000","The University of New South Wales","WGS","Illumina MiSeq","42x","SPAdes v. 3.13",,,352,7192476,65.637344,13,187490,62,4,,7188,93.97,90.84,4.48,99.06,,"eye",,"2017",2017,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T15:44:23.753Z","2019-12-31T15:44:23.753Z"
"287.10280","Pseudomonas aeruginosa strain PA217",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA217",,,,"MLST.paeruginosa.1047",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340391","GCA_009727225.1",,"WOAH00000000","The University of New South Wales","WGS","Illumina MiSeq","43x","SPAdes v. 3.13",,,127,6886566,66.094826,9,262225,59,4,,6707,93.97,91.44,2.38,99.25,,"eye",,"2018",2018,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T15:43:33.285Z","2019-12-31T15:43:33.285Z"
"287.10281","Pseudomonas aeruginosa strain PA206",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA206",,,,,,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340389","GCA_009727245.1",,"WOAJ00000000","The University of New South Wales","WGS","Illumina MiSeq","41x","SPAdes v. 3.13",,,50,6535880,66.36013,5,351221,59,2,,6222,94.58,91.92,2.07,98.17,,"eye",,"2017",2017,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T15:43:25.682Z","2019-12-31T15:43:25.682Z"
"287.10282","Pseudomonas aeruginosa strain PA218",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA218",,,,"MLST.paeruginosa.3083",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340392","GCA_009727235.1",,"WOAG00000000","The University of New South Wales","WGS","Illumina MiSeq","45x","SPAdes v. 3.13",,,76,6375153,66.35597,3,769123,59,3,,5996,94.39,91.98,1.89,98.97,,"eye",,"2018",2018,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T15:43:02.937Z","2019-12-31T15:43:02.937Z"
"287.10284","Pseudomonas aeruginosa strain PA220",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA220",,,,"MLST.paeruginosa.316",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340394","GCA_009727165.1",,"WOAE00000000","The University of New South Wales","WGS","Illumina MiSeq","48x","SPAdes v. 3.13",,,87,6653669,66.24994,7,260035,60,4,,6341,93.91,91.14,1.89,98.73,,"eye",,"2018",2018,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T15:43:28.435Z","2019-12-31T15:43:28.435Z"
"287.10285","Pseudomonas aeruginosa strain PA193",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA193",,,,"MLST.paeruginosa.760",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340386","GCA_009727335.1",,"WOAM00000000","The University of New South Wales","WGS","Illumina MiSeq","40x","SPAdes v. 3.13",,,64,6369452,66.335,6,466704,63,4,,6048,94.27,91.86,0.84,99.06,,"eye",,"2016",2016,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T16:00:56.501Z","2019-12-31T16:00:56.501Z"
"287.10288","Pseudomonas aeruginosa strain PA189",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA189",,,,"MLST.paeruginosa.491",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340385","GCA_009727345.1",,"WOAN00000000","The University of New South Wales","WGS","Illumina MiSeq","40x","SPAdes v. 3.13",,,58,6329723,66.48468,6,459496,58,2,,5991,94.58,92.16,0.88,99.01,,"eye",,"2016",2016,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T16:01:20.533Z","2019-12-31T16:01:20.533Z"
"287.10293","Pseudomonas aeruginosa strain PA198",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA198",,,,"MLST.paeruginosa.308",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340387","GCA_009727325.1",,"WOAL00000000","The University of New South Wales","WGS","Illumina MiSeq","40x","SPAdes v. 3.13",,,118,7101775,65.95303,9,244313,61,4,,6951,93.97,91.02,3.62,99.44,,"eye",,"2017",2017,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T16:01:29.468Z","2019-12-31T16:01:29.468Z"
"287.10295","Pseudomonas aeruginosa strain PA188",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","PA188",,,,"MLST.paeruginosa.491",,,,,,,,,,,,,,,,"Good","2019-12-03T00:00:00Z",,,"PRJNA590804","SAMN13340384","GCA_009727395.1",,"WOAO00000000","The University of New South Wales","WGS","Illumina MiSeq","49x","SPAdes v. 3.13",,,55,6329075,66.48289,6,465505,58,2,,5983,94.58,92.16,0.84,99.01,,"eye",,"2016",2016,,"India",,,,"Asia","India",,"Human, Homo sapiens","Human",,,"Non-contact lens related keratitis","Human",,,,"collected_by:LV Prasad Eye Institute","This study includes Pseudomonas aeruginosa isolates related to contact lens and non-contact lens keratitis.","2019-12-31T16:01:17.640Z","2019-12-31T16:01:17.640Z"
"287.1032","Pseudomonas aeruginosa AZPAE14901",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","AZPAE14901","O11_O17",,,,,,,,,,,,,,,"oprd type:Type II",,,,"Good","2014-12-04T00:00:00Z","25367914",,"PRJNA264310","SAMN03105599","GCA_000791105.1",,"JTSO00000000","AstraZeneca","WGS","Illumina MiSeq","10x","CLC Bio v. 6.0",,,192,6881448,66.13,31,68946,52,3,,6388,98.7,96.3,1.5,97.2,,"itra-abdominal tract infection",,"2008",2008,,"India",,,,"Asia","India: Chennai",,"Human, Homo sapiens","Human",,,"IAI","Human",,,,"full length oprd:yes","Genome sequencing of recent Pseudomonas aeruginosa clinical isolate from a diverse geographic area;The resistome of Pseudomonas aeruginosa in relationship to phenotypic susceptibility","2015-03-12T13:49:39.305Z","2015-03-16T03:17:09.594Z"
"287.1033","Pseudomonas aeruginosa AZPAE14900",,287,"131567;2;3379134;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","WGS","AZPAE14900","O11_O17",,,,,,,,,,,,,,,"oprd type:Type II",,,,"Good","2014-12-04T00:00:00Z","25367914",,"PRJNA264310","SAMN03105598","GCA_000791085.1",,"JTSP00000000","AstraZeneca","WGS","Illumina MiSeq","10x","CLC Bio v. 6.0",,,168,6851898,65.79,19,109474,52,3,,6335,99.1,98.7,,99.7,,"itra-abdominal tract infection",,"2008",2008,,"India",,,,"Asia","India: Chennai",,"Human, Homo sapiens","Human",,,"IAI","Human",,,,"full length oprd:no","Genome sequencing of recent Pseudomonas aeruginosa clinical isolate from a diverse geographic area;The resistome of Pseudomonas aeruginosa in relationship to phenotypic susceptibility","2015-03-12T13:49:39.633Z","2015-03-16T03:17:09.594Z"
